 ;Pedido Id;Data/Hora;Situação;Situação;Situação - Transporte;Marketplace;Forma de Pagamento;Forma de Recebimento;Serviço Transportadora;Valor Produto;Valor Desconto;Valor Acréscimo;Valor Frete;Valor Frete Transportadora;Valor Total;Valor Total Pedido;Loja;Obs.;Origem - Pedido
entregue;1088;04/09/2024 09:52;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;90,19;2,72;0;9,36;9,48;96,83;96,83;1 - Dica de Madame;1;Site
entregue;1087;04/09/2024 07:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;13,8;0;0;15,13;10;28,93;28,93;1 - Dica de Madame;1;Marketplace
entregue;1086;04/09/2024 06:39;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;26,9;2;0;5,48;25;24,9;24,9;1 - Dica de Madame;;Marketplace
entregue;1085;04/09/2024 01:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;16,9;0;0;13,5;10,09;30,4;30,4;1 - Dica de Madame;1;Marketplace
entregue;1084;03/09/2024 23:44;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;10,17;25;54,9;54,9;1 - Dica de Madame;;Marketplace
entregue;1083;03/09/2024 23:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;27,9;0;0;13,66;8,62;41,56;41,56;1 - Dica de Madame;1;Marketplace
transporte;1082;03/09/2024 22:43;7;7 - Transporte;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;22,9;3,9;0;5,48;25;19;19;1 - Dica de Madame;;Marketplace
entregue;1081;03/09/2024 22:43;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;5,48;25;43,9;43,9;1 - Dica de Madame;;Marketplace
entregue;1080;03/09/2024 22:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;68,7;0;0;13,42;25;68,7;68,7;1 - Dica de Madame;;Marketplace
pagamento-cancelado;1079;03/09/2024 21:36;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;;43,8;0;0;13,5;0;57,3;57,3;1 - Dica de Madame;;Marketplace
entregue;1078;03/09/2024 20:58;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;29,9;0,9;0;8,57;8,57;37,57;37,57;1 - Dica de Madame;;Site
entregue;1077;03/09/2024 20:55;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;33,9;0;0;13,5;8,66;47,4;47,4;1 - Dica de Madame;1;Marketplace
entregue;1076;03/09/2024 20:42;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;37,8;8;0;5,48;25;29,8;29,8;1 - Dica de Madame;;Marketplace
entregue;1075;03/09/2024 20:42;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;17,85;25;54,9;54,9;1 - Dica de Madame;;Marketplace
entregue;1074;03/09/2024 20:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;22,9;3,9;0;8,3;25;19;19;1 - Dica de Madame;;Marketplace
pagamento-cancelado;1073;03/09/2024 20:02;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;22,9;3,9;0;8,3;25;19;19;1 - Dica de Madame;;Marketplace
pagamento-cancelado;1072;03/09/2024 19:59;2;2 - Cancelado Pagamento;Não Enviado;;17 - Pix;64 - MagaPay (Asaas);24 - Smart2C - Smart2C;5,9;0,18;0;9,96;9,96;15,68;15,68;1 - Dica de Madame;;Site
entregue;1071;03/09/2024 19:51;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;5,9;0,18;0;10,42;10,42;16,14;16,14;1 - Dica de Madame;;Site
entregue;1070;03/09/2024 19:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;19,9;3;0;0;25;16,9;16,9;1 - Dica de Madame;;Marketplace
entregue;1069;03/09/2024 18:49;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;11,8;0,36;0;9,99;9,99;21,43;21,43;1 - Dica de Madame;;Site
entregue;1068;03/09/2024 18:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;8,3;25;43,9;43,9;1 - Dica de Madame;;Marketplace
entregue;1067;03/09/2024 18:25;8;8 - Entregue;Entregue;;1 - Boleto Bancário;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;33,96;0;0;10,9;10,9;44,86;44,86;1 - Dica de Madame;;Site
pagamento-cancelado;1066;03/09/2024 17:51;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;39,9;12;0;0;25;27,9;27,9;1 - Dica de Madame;;Marketplace
entregue;1065;03/09/2024 17:40;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;41,7;1,25;0;10,39;10,39;50,84;50,84;1 - Dica de Madame;;Site
entregue;1064;03/09/2024 17:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;14,9;0;0;14,18;11,31;29,08;29,08;1 - Dica de Madame;1;Marketplace
pagamento-cancelado;1063;03/09/2024 16:01;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;143,8;34;0;12,93;25;109,8;109,8;1 - Dica de Madame;;Marketplace
entregue;1062;03/09/2024 15:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;16,49;0;0;13,55;9,61;30,04;30,04;1 - Dica de Madame;1;Marketplace
entregue;1061;03/09/2024 15:45;8;8 - Entregue;Não Enviado;1 - Lojas Americanas;3 - Cartão - Visa;3 - B2W;14 - PAC - B2W Entregas;17,9;0;0;24,99;24,99;42,89;42,89;1 - Dica de Madame;;Marketplace
pagamento-cancelado;1060;03/09/2024 15:27;2;2 - Cancelado Pagamento;Não Enviado;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;60,29;1,81;0;11,12;11,12;69,6;69,6;1 - Dica de Madame;;Site
entregue;1059;03/09/2024 14:18;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;11,8;0,36;0;8,3;8,3;19,74;19,74;1 - Dica de Madame;;Site
entregue;1058;03/09/2024 14:05;8;8 - Entregue;Entregue;;1 - Boleto Bancário;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;31,8;0;0;9,06;8,59;40,86;40,86;1 - Dica de Madame;1;Site
entregue;1057;03/09/2024 13:42;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;89,7;6;0;0;25;83,7;83,7;1 - Dica de Madame;;Marketplace
entregue;1056;03/09/2024 11:42;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;46,9;7;0;7,17;25;39,9;39,9;1 - Dica de Madame;;Marketplace
entregue;1055;03/09/2024 11:01;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;198,76;0;0;0;13,07;198,76;198,76;1 - Dica de Madame;;Site
entregue;1054;03/09/2024 10:04;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;116,76;0;0;0;10,49;116,76;116,76;1 - Dica de Madame;;Site
entregue;1053;03/09/2024 09:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;15,08;9,96;21,98;21,98;1 - Dica de Madame;1;Marketplace
entregue;1052;03/09/2024 09:45;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;35,8;1,07;0;8,82;8,82;43,55;43,55;1 - Dica de Madame;;Site
entregue;1051;03/09/2024 09:32;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;30,9;0,93;0;8,82;8,82;38,79;38,79;1 - Dica de Madame;;Site
entregue;1050;03/09/2024 09:15;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;29,94;2,4;0;14,09;14,09;41,63;41,63;1 - Dica de Madame;;Site
entregue;1049;03/09/2024 09:13;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;24,9;0;0;13,78;10,2;38,68;38,68;1 - Dica de Madame;1;Marketplace
entregue;1048;03/09/2024 08:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;164,2;4,9;0;7,17;25;159,3;159,3;1 - Dica de Madame;;Marketplace
entregue;1047;03/09/2024 07:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;33,9;8;0;11,22;25;25,9;25,9;1 - Dica de Madame;;Marketplace
entregue;1046;03/09/2024 01:27;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;106,61;0;0;0;9,72;106,61;106,61;1 - Dica de Madame;;Site
entregue;1045;03/09/2024 00:13;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;32,9;0;0;13,28;8,63;46,18;46,18;1 - Dica de Madame;;Marketplace
entregue;1044;02/09/2024 23:02;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;22,9;3,9;0;5,48;25;19;19;1 - Dica de Madame;;Marketplace
pagamento-cancelado;1043;02/09/2024 20:54;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;;14,9;0;0;14,18;0;29,08;29,08;1 - Dica de Madame;;Marketplace
entregue;1042;02/09/2024 19:07;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;13,96;0,42;0;8,72;8,72;22,26;22,26;1 - Dica de Madame;;Site
entregue;1041;02/09/2024 18:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,8;2;0;8,3;25;27,8;27,8;1 - Dica de Madame;;Marketplace
entregue;1040;02/09/2024 18:04;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;14,97;0,45;0;8,97;8,35;23,49;23,49;1 - Dica de Madame;1;Site
pagamento-cancelado;1039;02/09/2024 17:22;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;22,9;3,9;0;5,48;25;19;19;1 - Dica de Madame;;Marketplace
entregue;1038;02/09/2024 17:17;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;11,8;0,36;0;8,38;8,38;19,82;19,82;1 - Dica de Madame;;Site
entregue;1037;02/09/2024 17:14;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;11,8;0,35;0;8,25;8,25;19,7;19,7;1 - Dica de Madame;;Site
entregue;1036;02/09/2024 16:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;28,9;0;0;13,87;8,37;42,77;42,77;1 - Dica de Madame;1;Marketplace
pagamento-cancelado;1035;02/09/2024 16:41;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;23,9;4;0;0;25;19,9;19,9;1 - Dica de Madame;;Marketplace
entregue;1034;02/09/2024 14:02;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;26,9;6;0;4,47;25;20,9;20,9;1 - Dica de Madame;;Marketplace
entregue;1033;02/09/2024 13:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;33,9;0;0;13,78;8,4;47,68;47,68;1 - Dica de Madame;;Marketplace
entregue;1032;02/09/2024 12:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;8,3;25;43,9;43,9;1 - Dica de Madame;;Marketplace
entregue;1031;02/09/2024 12:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;2;0;5,48;25;27,9;27,9;1 - Dica de Madame;;Marketplace
entregue;1030;02/09/2024 10:08;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;10,89;0,33;0;8,79;8,79;19,35;19,35;1 - Dica de Madame;;Site
transporte;1029;02/09/2024 09:29;7;7 - Transporte;Não Enviado;;8 - Cartão - Elo;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;138,69;0;0;0;12,05;138,69;138,69;1 - Dica de Madame;1;Site
entregue;1028;02/09/2024 08:39;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;47,29;1,42;0;8,49;8,49;54,36;54,36;1 - Dica de Madame;;Site
entregue;1027;02/09/2024 08:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;17,9;0;0;13,57;9,96;31,47;31,47;1 - Dica de Madame;1;Marketplace
entregue;1026;02/09/2024 08:14;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;11,8;0;0;25,19;13,9;36,99;36,99;1 - Dica de Madame;;Marketplace
entregue;1024;02/09/2024 07:25;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;5,9;0,18;0;9,88;9,88;15,6;15,6;1 - Dica de Madame;;Site
pagamento-cancelado;1023;02/09/2024 01:22;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;55,8;12;0;8,3;25;43,8;43,8;1 - Dica de Madame;;Marketplace
pagamento-cancelado;1022;01/09/2024 22:53;2;2 - Cancelado Pagamento;Não Enviado;;1 - Boleto Bancário;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;41,7;0;0;8,78;8,78;50,48;50,48;1 - Dica de Madame;;Site
pagamento-cancelado;1021;01/09/2024 22:12;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;;24,9;0;0;14,42;0;39,32;39,32;1 - Dica de Madame;;Marketplace
entregue;1020;01/09/2024 21:42;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;46,9;2;0;5,48;25;44,9;44,9;1 - Dica de Madame;;Marketplace
entregue;1019;01/09/2024 21:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;24,9;0;0;15,28;10,07;40,18;40,18;1 - Dica de Madame;1;Marketplace
entregue;1018;01/09/2024 20:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;267,9;28,9;0;12,93;25;239;239;1 - Dica de Madame;;Marketplace
entregue;1017;01/09/2024 19:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;53,6;2;0;2,99;25;51,6;51,6;1 - Dica de Madame;;Marketplace
entregue;1016;01/09/2024 18:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;24,9;0;0;32,56;20,75;57,46;57,46;1 - Dica de Madame;1;Marketplace
pagamento-cancelado;1015;01/09/2024 15:30;2;2 - Cancelado Pagamento;Não Enviado;;17 - Pix;64 - MagaPay (Asaas);24 - Smart2C - Smart2C;12,9;0,39;0;9,9;9,9;22,41;22,41;1 - Dica de Madame;;Site
entregue;1014;01/09/2024 15:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;24,6;0;0;13,19;8,49;37,79;37,79;1 - Dica de Madame;1;Marketplace
pagamento-cancelado;1013;01/09/2024 14:54;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;;26,6;0;0;13,19;0;39,79;39,79;1 - Dica de Madame;;Marketplace
entregue;1012;01/09/2024 14:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;13,56;8,68;20,46;20,46;1 - Dica de Madame;1;Marketplace
entregue;1011;01/09/2024 13:14;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;22,9;3,9;0;10,1;25;19;19;1 - Dica de Madame;;Marketplace
entregue;1010;01/09/2024 12:56;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;13,58;9,95;20,48;20,48;1 - Dica de Madame;1;Marketplace
entregue;1009;01/09/2024 12:13;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;13,12;9,11;20,02;20,02;1 - Dica de Madame;1;Marketplace
entregue;1008;01/09/2024 11:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;3,9;0;0;13,07;11,02;16,97;16,97;1 - Dica de Madame;1;Marketplace
pagamento-cancelado;1007;01/09/2024 10:21;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;22,9;3,9;0;5,48;25;19;19;1 - Dica de Madame;;Marketplace
entregue;1006;01/09/2024 09:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;34,8;3,9;0;5,48;25;30,9;30,9;1 - Dica de Madame;;Marketplace
entregue;1005;01/09/2024 08:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;25,9;6;0;8,3;25;19,9;19,9;1 - Dica de Madame;;Marketplace
entregue;1004;01/09/2024 08:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;67,8;16;0;0;25;51,8;51,8;1 - Dica de Madame;;Marketplace
entregue;1003;01/09/2024 06:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;23,9;4;0;2,99;25;19,9;19,9;1 - Dica de Madame;;Marketplace
entregue;1002;01/09/2024 02:13;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;14,9;0;0;14,18;11,31;29,08;29,08;1 - Dica de Madame;1;Marketplace
entregue;1001;01/09/2024 00:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;25,8;0;0;16,1;9,68;41,9;41,9;1 - Dica de Madame;1;Marketplace
entregue;1000;01/09/2024 00:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;13,58;8,68;20,48;20,48;1 - Dica de Madame;1;Marketplace
entregue;999;01/09/2024 00:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;12,9;0;0;13,53;8,35;26,43;26,43;1 - Dica de Madame;;Marketplace
entregue;998;01/09/2024 00:35;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;39,9;1,2;0;9,91;9,91;48,61;48,61;1 - Dica de Madame;;Site
entregue;996;31/08/2024 23:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;24,9;0;0;12,28;8,69;37,18;37,18;1 - Dica de Madame;1;Marketplace
entregue;995;31/08/2024 21:39;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;35,99;1,08;0;8,66;8,66;43,57;43,57;1 - Dica de Madame;;Site
entregue;994;31/08/2024 18:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;3;0;25,48;25;26,9;26,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;993;31/08/2024 17:02;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;27,9;4;0;11,22;25;23,9;23,9;1 - Dica de Madame;;Marketplace
entregue;992;31/08/2024 16:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;21,8;0;0;8,3;25;21,8;21,8;1 - Dica de Madame;;Marketplace
entregue;991;31/08/2024 16:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,8;18;0;5,48;25;39,8;39,8;1 - Dica de Madame;;Marketplace
entregue;990;31/08/2024 16:14;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;48,9;0;0;15,17;12,06;64,07;64,07;1 - Dica de Madame;1;Marketplace
entregue;989;31/08/2024 15:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;21,9;0;0;13;8,45;34,9;34,9;1 - Dica de Madame;1;Marketplace
entregue;988;31/08/2024 14:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;43,9;0;0;13,84;10,46;57,74;57,74;1 - Dica de Madame;;Marketplace
pagamento-cancelado;987;31/08/2024 12:41;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;267,9;28,9;0;12,93;25;239;239;1 - Dica de Madame;;Marketplace
entregue;986;31/08/2024 12:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;53,8;15,8;0;5,48;25;38;38;1 - Dica de Madame;;Marketplace
pagamento-cancelado;985;31/08/2024 12:21;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;21,9;2,9;0;12,99;25;19;19;1 - Dica de Madame;;Marketplace
pagamento-cancelado;984;31/08/2024 11:37;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;;6,9;0;0;14,6;0;21,5;21,5;1 - Dica de Madame;;Marketplace
entregue;983;31/08/2024 10:50;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;24,95;0,75;0;8,78;8,78;32,98;32,98;1 - Dica de Madame;;Site
entregue;982;31/08/2024 10:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;55,8;8;0;5,48;25;47,8;47,8;1 - Dica de Madame;;Marketplace
entregue;981;31/08/2024 10:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;7,9;0;0;12,02;8,42;19,92;19,92;1 - Dica de Madame;1;Marketplace
entregue;980;31/08/2024 09:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;13,03;8,47;19,93;19,93;1 - Dica de Madame;1;Marketplace
entregue;979;31/08/2024 09:41;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;17,7;0,53;0;8,39;8,39;25,56;25,56;1 - Dica de Madame;;Site
entregue;978;31/08/2024 09:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;6,17;25;43,9;43,9;1 - Dica de Madame;;Marketplace
entregue;977;31/08/2024 08:38;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;5,9;0,18;0;9,1;9,1;14,82;14,82;1 - Dica de Madame;;Site
pagamento-cancelado;976;31/08/2024 08:01;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;1 - Boleto Bancário;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;32,9;8;0;26,17;25;24,9;24,9;1 - Dica de Madame;;Marketplace
entregue;975;31/08/2024 01:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;8,9;0;0;30,1;25;8,9;8,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;974;31/08/2024 00:41;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;17,8;0;0;0;25;17,8;17,8;1 - Dica de Madame;;Marketplace
entregue;973;30/08/2024 23:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;21,9;0;0;13,58;8,53;35,48;35,48;1 - Dica de Madame;1;Marketplace
pagamento-cancelado;972;30/08/2024 22:36;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;21,9;0;0;16;9,06;37,9;37,9;1 - Dica de Madame;;Marketplace
entregue;971;30/08/2024 22:12;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;11,8;0;0;15,26;15,26;27,06;27,06;1 - Dica de Madame;;Site
entregue;970;30/08/2024 22:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;5,48;25;43,9;43,9;1 - Dica de Madame;;Marketplace
entregue;969;30/08/2024 21:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;26,9;7,9;0;5,48;25;19;19;1 - Dica de Madame;;Marketplace
entregue;968;30/08/2024 21:15;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;11,8;0,36;0;15;15;26,44;26,44;1 - Dica de Madame;;Site
entregue;967;30/08/2024 20:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;21,9;0;0;15,22;10,06;37,12;37,12;1 - Dica de Madame;;Marketplace
transporte;966;30/08/2024 17:21;7;7 - Transporte;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;77,9;8;0;8,3;25;69,9;69,9;1 - Dica de Madame;;Marketplace
entregue;965;30/08/2024 17:13;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;20,7;0;0;19,37;15,7;40,07;40,07;1 - Dica de Madame;1;Marketplace
entregue;964;30/08/2024 16:04;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;15,9;0,48;0;10,02;10,02;25,44;25,44;1 - Dica de Madame;;Site
