 ;Pedido Id;Data/Hora;Situação;Situação;Situação - Transporte;Marketplace;Forma de Pagamento;Forma de Recebimento;Serviço Transportadora;Valor Produto;Valor Desconto;Valor Acréscimo;Valor Frete;Valor Frete Transportadora;Valor Total;Valor Total Pedido;Loja;Obs.;Origem - Pedido
pagamento-cancelado;711;18/08/2024 18:01;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;1 - Boleto Bancário;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;28,9;9;0;0;25;19,9;19,9;1 - Dica de Madame;;Marketplace
entregue;710;18/08/2024 17:03;8;8 - Entregue;Não Enviado;7 - Mercado Livre;;5 - Mercado Livre;10 - PAC - Mercado Livre - ME2;29,66;0;0;40,63;40,63;70,29;70,29;1 - Dica de Madame;1;Marketplace
entregue;709;18/08/2024 15:50;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;105,2;3,16;0;0;12,46;102,04;102,04;1 - Dica de Madame;;Site
entregue;708;18/08/2024 15:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;38,9;9,41;0;0;25;29,49;29,49;1 - Dica de Madame;;Marketplace
entregue;707;18/08/2024 14:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;80,7;18;0;0;25;62,7;62,7;1 - Dica de Madame;;Marketplace
entregue;706;18/08/2024 12:12;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;81,7;2,46;0;9,19;9,19;88,43;88,43;1 - Dica de Madame;;Site
entregue;705;18/08/2024 12:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;38,9;9,41;0;7,17;25;29,49;29,49;1 - Dica de Madame;;Marketplace
pagamento-cancelado;704;18/08/2024 11:42;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;11,9;0;0;80,18;25;11,9;11,9;1 - Dica de Madame;;Marketplace
entregue;703;17/08/2024 22:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;53,8;0;0;16;11,49;69,8;69,8;1 - Dica de Madame;1;Marketplace
entregue;702;17/08/2024 19:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;26,7;0;0;2,99;25;26,7;26,7;1 - Dica de Madame;;Marketplace
entregue;701;17/08/2024 19:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;42,9;0;0;20,42;9,26;63,32;63,32;1 - Dica de Madame;1;Marketplace
entregue;700;17/08/2024 18:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;35,7;0;0;2,99;25;35,7;35,7;1 - Dica de Madame;;Marketplace
entregue;699;17/08/2024 17:08;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;29,8;0,89;0;8,57;8,57;37,48;37,48;1 - Dica de Madame;;Site
entregue;698;17/08/2024 16:40;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;39,8;1,19;0;9,17;9,17;47,78;47,78;1 - Dica de Madame;;Site
entregue;697;17/08/2024 14:42;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;2;0;8,3;25;27,9;27,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;696;17/08/2024 10:41;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;2;0;5,48;25;27,9;27,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;695;17/08/2024 10:21;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;2;0;5,48;25;27,9;27,9;1 - Dica de Madame;;Marketplace
entregue;694;17/08/2024 08:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;2;0;5,48;25;27,9;27,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;693;17/08/2024 06:41;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;2;0;5,48;25;27,9;27,9;1 - Dica de Madame;;Marketplace
transporte;692;16/08/2024 23:54;7;7 - Transporte;Não Enviado;26 - Amazon;;33 - Amazon;42 - Delivery by Amazon - Delivery by Amazon;19,9;0;0;8,06;0;27,96;27,96;1 - Dica de Madame;1;Marketplace
entregue;691;16/08/2024 21:35;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;137,4;4,12;0;0;10,15;133,28;133,28;1 - Dica de Madame;;Site
entregue;690;16/08/2024 21:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;95,7;22,23;0;15,02;25;73,47;73,47;1 - Dica de Madame;;Marketplace
entregue;689;16/08/2024 18:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;51,8;8;0;17,18;25;43,8;43,8;1 - Dica de Madame;;Marketplace
nota-fiscal-cancelada;688;16/08/2024 18:21;26;26 - Nota Fiscal Cancelada;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;2;0;2,99;25;27,9;27,9;1 - Dica de Madame;;Marketplace
transporte;687;16/08/2024 16:15;7;7 - Transporte;Não Enviado;23 - Magazine Luiza;;29 - Magazine Luiza;16 - Magalu Entregas - Magalu Entregas;36,9;0;0;23,82;23,82;60,72;60,72;1 - Dica de Madame;;Marketplace
entregue;686;16/08/2024 15:30;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;25,8;0;0;15,08;8,54;40,88;40,88;1 - Dica de Madame;;Marketplace
entregue;685;16/08/2024 15:13;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;42,9;0;0;15,28;10,19;58,18;58,18;1 - Dica de Madame;;Marketplace
pagamento-cancelado;684;16/08/2024 14:41;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;2;0;8,3;25;27,9;27,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;683;16/08/2024 13:21;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;27,9;4;0;25,48;25;23,9;23,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;682;16/08/2024 13:01;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;31,9;3;0;26,17;25;28,9;28,9;1 - Dica de Madame;;Marketplace
entregue;678;16/08/2024 12:51;8;8 - Entregue;Não Enviado;7 - Mercado Livre;;5 - Mercado Livre;10 - PAC - Mercado Livre - ME2;103,45;0;0;12,12;12,12;115,57;115,57;1 - Dica de Madame;1;Marketplace
entregue;677;16/08/2024 11:13;8;8 - Entregue;Não Enviado;7 - Mercado Livre;3 - Cartão - Visa;5 - Mercado Livre;10 - PAC - Mercado Livre - ME2;25,02;0;0;29;29;54,02;54,02;1 - Dica de Madame;1;Marketplace
entregue;676;16/08/2024 02:40;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;100,28;0;0;0;9,63;100,28;100,28;1 - Dica de Madame;;Site
entregue;675;15/08/2024 21:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;26,9;7,9;0;5,48;25;19;19;1 - Dica de Madame;;Marketplace
entregue;674;15/08/2024 20:15;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;65,51;0;0;10,43;10,43;75,94;75,94;1 - Dica de Madame;;Site
pagamento-cancelado;673;15/08/2024 20:13;2;2 - Cancelado Pagamento;Não Enviado;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;65,51;0;0;10,43;10,43;75,94;75,94;1 - Dica de Madame;;Site
pagamento-cancelado;672;15/08/2024 20:11;2;2 - Cancelado Pagamento;Não Enviado;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;65,51;0;0;10,43;10,43;75,94;75,94;1 - Dica de Madame;;Site
pagamento-cancelado;671;15/08/2024 19:22;2;2 - Cancelado Pagamento;Não Enviado;67 - AliExpress;;92 - AliExpress;39 - AliExpress Entregas - AliExpress Entregas;4,9;0;0;23,67;25;28,57;28,57;1 - Dica de Madame;;Marketplace
transporte;670;15/08/2024 14:01;7;7 - Transporte;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;10,1;25;43,9;43,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;669;15/08/2024 11:42;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;1 - Boleto Bancário;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;129,8;31;0;28,3;25;98,8;98,8;1 - Dica de Madame;;Marketplace
pagamento-cancelado;668;15/08/2024 10:42;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;5,48;25;54,9;54,9;1 - Dica de Madame;;Marketplace
entregue;667;15/08/2024 07:33;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;19,7;0;0;10,51;10,51;30,21;30,21;1 - Dica de Madame;;Site
entregue;666;15/08/2024 00:14;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);24 - Smart2C - Smart2C;56,7;0;0;17,3;17,3;74;74;1 - Dica de Madame;;Site
